"1801","22"
"1991","31"
"311","37"
"426","62"
"525","63"
"1833","77"
"2067","81"
"225","85"
"1074","93"
"408","97"
"342","111"
"860","132"
"113","141"
"1753","141"
"2073","151"
"334","164"
"1652","179"
"1149","181"
"533","199"
"170","208"
"1419","210"
"1779","219"
"309","231"
"2190","231"
"1814","244"
"1866","250"
"494","259"
"1408","259"
"900","294"
"2197","294"
"1109","300"
"783","335"
"285","344"
"1319","346"
"1228","402"
"321","447"
"1144","454"
"1762","454"
"790","466"
"1594","485"
"2119","503"
"319","505"
"721","515"
"1059","535"
"1790","568"
"135","575"
"2170","583"
"1948","585"
"854","588"
"1391","601"
"345","612"
"1855","620"
"207","621"
"322","628"
"997","671"
"364","687"
"464","687"
