"102","1001"
"103","1002"
"105","1003"
"149","1004"
"160","1005"
"201","1006"
"159","1007"
"176","1007"
"166","1008"
"196","1008"
"113","1009"
"115","1009"
"134","1010"
"147","1011"
"107","1012"
"193","1013"
"177","1014"
"200","1014"
"185","1015"
"191","1015"
"137","1016"
"131","1017"
"198","1018"
"170","1019"
"180","1021"
"158","1023"
"175","1023"
"112","1024"
"133","1025"
"162","1026"
"197","1026"
"174","1027"
"148","1028"
"182","1029"
"156","1030"
"188","1031"
"128","1032"
"120","1034"
"192","1034"
"129","1036"
"135","1037"
"181","1037"
"194","1038"
"151","1039"
"110","1041"
"125","1041"
"154","1043"
"178","1044"
"150","1045"
"117","1046"
"118","1046"
"153","1047"
"155","1050"
"108","1051"
"171","1052"
"140","1053"
"116","1054"
"165","1055"
"164","1057"
"167","1059"
"146","1060"
"157","1062"
"121","1064"
"126","1066"
"145","1070"
"161","1070"
"169","1073"
"109","1074"
"114","1075"
"141","1076"
"124","1077"
"173","1079"
"186","1081"
"163","1084"
"179","1086"
"184","1086"
"202","1096"
"138","1101"
"139","1102"
"152","1102"
"290","1104"
"1876","1105"
"853","1106"
"2080","1106"
"615","1107"
"1236","1108"
"1317","1109"
"970","1110"
"603","1111"
"1390","1111"
"258","1112"
"1541","1112"
"506","1113"
"2063","1114"
"395","1115"
"850","1115"
"1374","1116"
"1763","1116"
"1201","1117"
"1222","1118"
"1239","1118"
"708","1119"
"1156","1120"
"1955","1120"
"1242","1121"
"1733","1121"
"504","1122"
"1022","1122"
"897","1123"
"2116","1123"
"854","1124"
"1611","1124"
"1897","1125"
"207","1126"
"375","1126"
"2040","1127"
"2042","1128"
"261","1129"
"358","1130"
"1339","1131"
"1895","1132"
"1444","1133"
"2145","1133"
"530","1134"
"700","1134"
"1779","1135"
"374","1136"
"1567","1136"
"512","1137"
"852","1137"
"493","1138"
"1330","1139"
"1840","1139"
"223","1140"
"307","1141"
"1981","1141"
"1633","1142"
"441","1143"
"989","1144"
"1313","1144"
"228","1145"
"2137","1145"
"606","1146"
"956","1147"
"950","1148"
"1647","1148"
"1682","1149"
"549","1150"
"1121","1150"
"324","1151"
"1053","1152"
"2109","1152"
"2070","1153"
"683","1154"
"1430","1154"
"1252","1155"
"1711","1156"
"1968","1156"
"400","1158"
"1927","1158"
"1181","1159"
"2032","1159"
"1637","1162"
"1984","1162"
"802","1163"
"1389","1163"
"1802","1164"
"889","1165"
"1716","1165"
"1223","1166"
"1617","1166"
"695","1167"
"947","1167"
"1479","1168"
"1756","1169"
"1454","1170"
"2174","1171"
"1233","1172"
"681","1173"
"2154","1173"
"456","1174"
"252","1175"
"2147","1176"
"336","1178"
"502","1180"
"1715","1180"
"1110","1181"
"1331","1182"
"1604","1182"
"752","1183"
"966","1183"
"1724","1184"
"635","1186"
"996","1186"
"529","1187"
"797","1187"
"494","1188"
"1592","1189"
"830","1190"
"1204","1191"
"2010","1191"
"1667","1192"
"934","1193"
"2072","1193"
"1100","1194"
"1021","1195"
"565","1196"
"2015","1197"
"2153","1197"
"995","1198"
"1634","1199"
"242","1200"
"940","1200"
"826","1201"
"1319","1202"
"796","1203"
"2204","1203"
"436","1205"
"848","1205"
"884","1206"
"1378","1206"
"709","1207"
"1616","1207"
"1944","1208"
"232","1209"
"1889","1209"
"239","1210"
"760","1210"
"2175","1211"
"946","1212"
"2140","1212"
"463","1213"
"248","1214"
"339","1214"
"1128","1215"
"1869","1215"
"1212","1217"
"2155","1217"
"1399","1218"
"1226","1219"
"2171","1219"
"1105","1220"
"1622","1220"
"1116","1221"
"2060","1222"
"609","1223"
"1354","1223"
"1171","1224"
"1351","1225"
"2062","1225"
"888","1226"
"625","1227"
"2007","1228"
"385","1229"
"1921","1229"
"1585","1230"
"2089","1230"
"1200","1231"
"1202","1231"
"1848","1232"
"775","1233"
"2090","1233"
"1353","1235"
"351","1236"
"588","1236"
"772","1237"
"927","1237"
"693","1238"
"1229","1238"
"2131","1239"
"998","1240"
"1834","1240"
"1228","1241"
"346","1242"
"732","1243"
"1726","1243"
"1173","1244"
"873","1245"
"2178","1246"
"253","1247"
"799","1247"
"212","1248"
"647","1248"
"1502","1249"
"2121","1249"
"922","1250"
"1677","1251"
"1338","1252"
"789","1253"
"1192","1253"
"1887","1254"
"1628","1255"
"1997","1255"
"1588","1256"
"1431","1258"
"658","1259"
"1501","1259"
"1658","1260"
"1878","1260"
"1492","1261"
"761","1262"
"914","1262"
"716","1263"
"1852","1263"
"2160","1264"
"467","1265"
"728","1265"
"866","1266"
"1307","1267"
"1584","1267"
"1833","1268"
"2156","1268"
"1182","1269"
"387","1270"
"993","1270"
"833","1271"
"860","1272"
"1462","1272"
"275","1273"
"1436","1273"
"2038","1274"
"1401","1275"
"1162","1276"
"2157","1276"
"1026","1277"
"944","1278"
"1772","1279"
"247","1280"
"1523","1280"
"590","1281"
"1177","1282"
"1269","1283"
"1295","1283"
"1039","1284"
"1849","1285"
"1221","1286"
"1263","1287"
"2192","1287"
"937","1288"
"1188","1288"
"435","1289"
"1255","1290"
"972","1291"
"1423","1291"
"1735","1292"
"675","1293"
"1043","1293"
"1349","1294"
"483","1295"
"722","1295"
"595","1296"
"686","1297"
"279","1298"
"1084","1298"
"1630","1299"
"1418","1301"
"1348","1302"
"420","1303"
"1741","1305"
"1788","1305"
"1813","1307"
"2196","1309"
"2075","1312"
"254","1313"
"543","1313"
"701","1314"
"1810","1314"
"1413","1315"
"1090","1316"
"649","1317"
"1320","1318"
"1976","1318"
"1218","1319"
"289","1320"
"835","1321"
"1082","1321"
"737","1322"
"1432","1323"
"987","1324"
"1148","1324"
"867","1325"
"1191","1326"
"1232","1326"
"2114","1327"
"487","1328"
"447","1329"
"2162","1329"
"1503","1330"
"401","1331"
"872","1332"
"798","1333"
"1114","1334"
"2200","1334"
"811","1336"
"1513","1336"
"1515","1337"
"636","1338"
"1552","1339"
"342","1341"
"851","1341"
"608","1342"
"415","1343"
"921","1344"
"1831","1344"
"617","1345"
"758","1346"
"894","1346"
"432","1347"
"1811","1349"
"711","1350"
"1566","1350"
"1781","1351"
"968","1352"
"523","1353"
"634","1354"
"208","1355"
"380","1355"
"1272","1356"
"955","1357"
"1828","1357"
"403","1358"
"957","1359"
"1134","1359"
"240","1360"
"631","1360"
"551","1361"
"1000","1361"
"1873","1362"
"2205","1362"
"1058","1364"
"2124","1364"
"1820","1365"
"1979","1368"
"1282","1369"
"1639","1370"
"988","1371"
"439","1372"
"1563","1372"
"287","1373"
"1490","1374"
"1668","1374"
"1740","1375"
"1069","1376"
"1911","1376"
"250","1377"
"1621","1377"
"524","1378"
"613","1378"
"849","1379"
"710","1381"
"902","1382"
"325","1383"
"2018","1384"
"623","1385"
"1800","1386"
"1995","1386"
"1703","1387"
"1999","1387"
"1643","1389"
"2026","1390"
"472","1391"
"1395","1391"
"1028","1392"
"1285","1392"
"822","1393"
"702","1394"
"936","1395"
"1230","1395"
"1872","1396"
"1180","1397"
"1365","1398"
"1142","1399"
"1838","1400"
"748","1401"
"271","1402"
"1842","1402"
"1092","1403"
"1325","1403"
"2085","1404"
"1324","1405"
"442","1406"
"1814","1406"
"299","1407"
"210","1408"
"1015","1409"
"845","1410"
"1246","1410"
"803","1411"
"1871","1412"
"2097","1412"
"2049","1413"
"2112","1413"
"1328","1414"
"1158","1415"
"464","1416"
"1047","1416"
"1906","1417"
"1962","1417"
"669","1418"
"610","1420"
"1839","1420"
"820","1421"
"793","1422"
"816","1425"
"1576","1425"
"1300","1426"
"1155","1427"
"1375","1428"
"1875","1428"
"1311","1429"
"1498","1429"
"1758","1430"
"1179","1431"
"739","1432"
"1316","1432"
"1484","1433"
"2115","1434"
"1612","1435"
"278","1437"
"1065","1437"
"1880","1438"
"1210","1439"
"2006","1440"
"780","1441"
"1841","1441"
"1998","1442"
"1429","1444"
"1974","1444"
"552","1446"
"1321","1446"
"818","1447"
"1464","1448"
"945","1450"
"1244","1451"
"1196","1453"
"450","1454"
"1808","1455"
"2008","1455"
"976","1456"
"1613","1456"
"1844","1457"
"762","1458"
"1830","1458"
"1934","1459"
"280","1460"
"1982","1460"
"540","1461"
"416","1462"
"1085","1462"
"2067","1463"
"1469","1465"
"1925","1466"
"396","1467"
"1293","1467"
"2189","1468"
"2123","1469"
"2150","1470"
"992","1471"
"2046","1471"
"1046","1472"
"1935","1472"
"571","1473"
"1095","1473"
"1545","1474"
"1081","1475"
"1487","1476"
"1559","1476"
"1762","1478"
"1569","1479"
"1989","1479"
"598","1480"
"285","1482"
"1312","1483"
"1593","1483"
"470","1484"
"1603","1484"
"1402","1485"
"1778","1486"
"1688","1487"
"1535","1488"
"1117","1489"
"1052","1490"
"1422","1491"
"295","1492"
"707","1492"
"747","1493"
"1266","1494"
"1892","1495"
"837","1497"
"749","1498"
"1193","1499"
"751","1500"
"1623","1500"
"759","1502"
"575","1503"
"1299","1505"
"449","1506"
"644","1507"
"1542","1507"
"1543","1508"
"767","1509"
"473","1510"
"308","1512"
"1166","1513"
"353","1514"
"406","1514"
"425","1515"
"319","1516"
"1536","1517"
"1977","1518"
"855","1520"
"893","1520"
"1445","1522"
"1032","1523"
"1020","1524"
"2055","1524"
"360","1525"
"462","1528"
"409","1529"
"1420","1530"
"562","1531"
"1002","1532"
"2202","1532"
"398","1534"
"2058","1535"
"1532","1536"
"306","1537"
"1449","1538"
"1793","1539"
"312","1540"
"735","1540"
"1455","1541"
"1586","1542"
"514","1543"
"834","1545"
"1138","1545"
"1500","1546"
"1767","1547"
"318","1548"
"769","1548"
"486","1549"
"1760","1549"
"869","1550"
"766","1551"
"929","1551"
"539","1554"
"1151","1555"
"2048","1556"
"468","1557"
"864","1557"
"508","1558"
"1241","1558"
"1692","1559"
"1950","1559"
"1251","1561"
"718","1562"
"1522","1562"
"1992","1563"
"2136","1564"
"959","1566"
"522","1567"
"1064","1568"
"1709","1569"
"1817","1569"
"521","1570"
"1674","1570"
"2053","1571"
"1276","1572"
"1856","1573"
"599","1574"
"1653","1574"
"1139","1575"
"1791","1575"
"919","1577"
"1777","1577"
"654","1579"
"1216","1579"
"910","1580"
"2081","1580"
"1315","1581"
"678","1582"
"943","1582"
"2135","1585"
"713","1586"
"1010","1587"
"2184","1587"
"1074","1588"
"1467","1589"
"326","1591"
"231","1592"
"624","1593"
"1919","1593"
"566","1594"
"1465","1595"
"633","1596"
"338","1598"
"651","1599"
"1601","1599"
"1894","1602"
"2133","1602"
"292","1603"
"1472","1604"
"1235","1605"
"214","1606"
"446","1608"
"2079","1609"
"840","1610"
"1373","1611"
"629","1612"
"1368","1613"
"234","1614"
"745","1615"
"2119","1616"
"1157","1617"
"890","1618"
"2057","1619"
"1459","1620"
"2193","1620"
"962","1622"
"1961","1622"
"829","1623"
"1259","1623"
"1784","1624"
"2059","1624"
"1689","1625"
"2088","1627"
"491","1628"
"1905","1628"
"1124","1631"
"1553","1631"
"1249","1632"
"1649","1632"
"476","1635"
"704","1636"
"1087","1638"
"1952","1640"
"815","1642"
"1947","1642"
"1447","1643"
"903","1644"
"875","1645"
"2102","1646"
"2051","1647"
"1829","1648"
"1638","1649"
"349","1650"
"1907","1650"
"825","1651"
"967","1653"
"618","1654"
"878","1655"
"1882","1656"
"787","1657"
"1160","1657"
"1641","1661"
"942","1662"
"1941","1663"
"1190","1664"
"1727","1664"
"672","1665"
"2158","1665"
"597","1666"
"949","1666"
"1893","1667"
"255","1668"
"1555","1669"
"2191","1669"
"485","1670"
"1458","1671"
"1141","1674"
"1729","1675"
"1554","1677"
"2159","1678"
"1749","1679"
"1670","1680"
"1985","1681"
"1886","1682"
"2077","1683"
"2061","1685"
"926","1687"
"1910","1688"
"390","1689"
"1007","1689"
"2091","1692"
"660","1693"
"2163","1693"
"274","1694"
"1123","1696"
"1701","1696"
"345","1697"
"1619","1698"
"821","1699"
"1049","1699"
"764","1700"
"1610","1701"
"1877","1701"
"2170","1702"
"971","1703"
"220","1704"
"1770","1706"
"952","1707"
"2110","1709"
"1290","1710"
"1859","1712"
"362","1713"
"1129","1714"
"757","1715"
"2009","1716"
"2130","1716"
"1807","1717"
"975","1719"
"1698","1721"
"1120","1722"
"1823","1723"
"570","1724"
"1341","1725"
"779","1726"
"1025","1727"
"1939","1727"
"1478","1728"
"1792","1729"
"1970","1729"
"518","1730"
"1446","1732"
"1578","1733"
"1132","1735"
"1514","1735"
"785","1736"
"2100","1736"
"1281","1737"
"1012","1738"
"1098","1739"
"265","1740"
"881","1742"
"209","1743"
"2013","1744"
"724","1745"
"303","1746"
"692","1747"
"1394","1748"
"2003","1748"
"677","1749"
"1945","1751"
"913","1752"
"1533","1753"
"1468","1754"
"440","1755"
"229","1756"
"863","1756"
"372","1757"
"688","1758"
"791","1758"
"444","1761"
"1824","1762"
"589","1764"
"367","1765"
"682","1765"
"1579","1766"
"1606","1766"
"931","1767"
"1645","1769"
"1706","1769"
"341","1770"
"2023","1770"
"1044","1771"
"402","1773"
"1521","1774"
"1731","1774"
"1358","1775"
"1615","1776"
"1452","1779"
"576","1780"
"933","1780"
"1743","1782"
"448","1783"
"663","1783"
"885","1784"
"1730","1784"
"1481","1785"
"334","1786"
"1722","1787"
"257","1788"
"2180","1789"
"1819","1790"
"1847","1791"
"267","1792"
"1144","1793"
"1197","1795"
"1305","1796"
"1858","1797"
"1750","1798"
"251","1800"
"868","1800"
"1809","1801"
"1826","1801"
"1752","1802"
"918","1806"
"2117","1807"
"1078","1811"
"1960","1811"
"1765","1813"
"1238","1814"
"1280","1815"
"256","1816"
"1292","1816"
"1385","1818"
"1411","1819"
"1381","1821"
"321","1822"
"2106","1823"
"2029","1824"
"370","1825"
"249","1827"
"361","1827"
"1227","1828"
"1568","1830"
"1671","1832"
"2138","1832"
"574","1833"
"291","1835"
"806","1836"
"1294","1840"
"245","1841"
"469","1844"
"646","1845"
"1739","1845"
"790","1846"
"1525","1846"
"1004","1847"
"1270","1848"
"1038","1851"
"1189","1851"
"1504","1852"
"412","1853"
"1512","1854"
"1217","1856"
"243","1857"
"1094","1857"
"838","1858"
"1073","1858"
"1253","1859"
"2084","1859"
"627","1861"
"1676","1862"
"877","1864"
"2108","1864"
"997","1866"
"1346","1867"
"1898","1867"
"2128","1868"
"1799","1869"
"1853","1870"
"905","1872"
"414","1873"
"1956","1874"
"2083","1877"
"1289","1878"
"1565","1879"
"1473","1880"
"981","1881"
"311","1882"
"1262","1883"
"2197","1883"
"1296","1884"
"621","1885"
"1870","1885"
"1548","1887"
"1417","1889"
"620","1890"
"2001","1890"
"237","1894"
"909","1894"
"1766","1895"
"814","1899"
"1264","1899"
"578","1900"
"2203","1900"
"454","1901"
"1744","1904"
"862","1905"
"1917","1909"
"1854","1910"
"1681","1912"
"846","1913"
"2064","1914"
"1605","1916"
"331","1917"
"1194","1917"
"1631","1918"
"2164","1918"
"1908","1919"
"727","1920"
"1435","1921"
"876","1922"
"581","1924"
"1297","1925"
"1519","1926"
"1957","1927"
"497","1928"
"734","1928"
"2014","1929"
"1332","1930"
"1933","1930"
"1075","1931"
"1713","1931"
"1990","1932"
"1406","1935"
"924","1936"
"938","1937"
"377","1946"
"1397","1948"
"1106","1949"
"928","1950"
"2141","1951"
"1161","1952"
"1520","1952"
"1721","1953"
"1287","1954"
"2041","1954"
"1818","1956"
"284","1958"
"496","1958"
"354","1959"
"1130","1960"
"1247","1960"
"607","1962"
"586","1963"
"828","1964"
"1614","1964"
"1009","1965"
"1599","1965"
"408","1968"
"2054","1969"
